date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:38:44	23855/23855	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jan%202020%2005:08:04%20GMT	https://preview.colorlib.com/theme/jobboard2/	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/jokut/preview.colorlib.com/theme/jobboard2/index.html	(from )
19:38:45	14/14	---M--	200	added ('OK')	text/plain	etag:%22e-5c01b2e3a6ac3%22	https://preview.colorlib.com/robots.txt		(from )
19:38:46	1672/1672	---M--	200	added ('OK')	image/png	etag:%22688-59b5d8b8b9dc0%22	https://preview.colorlib.com/theme/jobboard2/img/favicon.png	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/jokut/preview.colorlib.com/theme/jobboard2/img/favicon.png	(from https://preview.colorlib.com/theme/jobboard2/)
19:38:46	42847/42847	---M-Z	200	added ('OK')	text/css	etag:%22a75f-5c1f9ce6c069a-gzip%22	https://preview.colorlib.com/theme/jobboard2/css/bootstrap.min.css	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/jokut/preview.colorlib.com/theme/jobboard2/css/bootstrap.min.css	(from https://preview.colorlib.com/theme/jobboard2/)
19:38:46	2909/2909	---M-Z	200	added ('OK')	text/css	etag:%22b5d-5c1f9ce6c25da-gzip%22	https://preview.colorlib.com/theme/jobboard2/css/owl.carousel.min.css	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/jokut/preview.colorlib.com/theme/jobboard2/css/owl.carousel.min.css	(from https://preview.colorlib.com/theme/jobboard2/)
19:38:47	4213/4213	---M-Z	200	added ('OK')	text/css	etag:%221075-5c1f9ce6c25da-gzip%22	https://preview.colorlib.com/theme/jobboard2/css/magnific-popup.css	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/jokut/preview.colorlib.com/theme/jobboard2/css/magnific-popup.css	(from https://preview.colorlib.com/theme/jobboard2/)
19:38:48	2752/2752	---M-Z	200	added ('OK')	text/css	etag:%22ac0-5c1f9ce6c163a-gzip%22	https://preview.colorlib.com/theme/jobboard2/css/font-awesome.min.css	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/jokut/preview.colorlib.com/theme/jobboard2/css/font-awesome.min.css	(from https://preview.colorlib.com/theme/jobboard2/)
19:38:48	1151/1151	---M-Z	200	added ('OK')	text/css	etag:%2247f-5c1f9ce6c357a-gzip%22	https://preview.colorlib.com/theme/jobboard2/css/themify-icons.css	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/jokut/preview.colorlib.com/theme/jobboard2/css/themify-icons.css	(from https://preview.colorlib.com/theme/jobboard2/)
19:38:48	3639/3639	---M-Z	200	added ('OK')	text/css	etag:%22e37-5c1f9ce6c25da-gzip%22	https://preview.colorlib.com/theme/jobboard2/css/nice-select.css	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/jokut/preview.colorlib.com/theme/jobboard2/css/nice-select.css	(from https://preview.colorlib.com/theme/jobboard2/)
19:38:49	879/879	---M-Z	200	added ('OK')	text/css	etag:%2236f-5c1f9ce6c069a-gzip%22	https://preview.colorlib.com/theme/jobboard2/css/flaticon.css	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/jokut/preview.colorlib.com/theme/jobboard2/css/flaticon.css	(from https://preview.colorlib.com/theme/jobboard2/)
19:38:49	55532/55532	---M-Z	200	added ('OK')	text/css	etag:%22d8ec-5c1f9ce6c163a-gzip%22	https://preview.colorlib.com/theme/jobboard2/css/gijgo.css	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/jokut/preview.colorlib.com/theme/jobboard2/css/gijgo.css	(from https://preview.colorlib.com/theme/jobboard2/)
19:38:50	38789/38789	---M-Z	200	added ('OK')	text/css	etag:%229785-5c1f9ce6c069a-gzip%22	https://preview.colorlib.com/theme/jobboard2/css/animate.min.css	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/jokut/preview.colorlib.com/theme/jobboard2/css/animate.min.css	(from https://preview.colorlib.com/theme/jobboard2/)
